Volumen,Filename,Fila,Transcripcion,Precio,Observaciones,Salto De Pagina
1,pagina_0025-OCR.json,3,"id. De Ducibus, et Comitibus Provinciae Librum Galliae cum accessione tract. de origine et stat. Feudorum 4º Tolosae 1643. N. 289. 18 18",18,,VERDADERO
1,pagina_0025-OCR.json,4,Alva (Francisci Isidor) Relectio ad interpretationem in cap. Lectis 18: dist. 63. prooexadu Licentiae 4º Compluti 1666. N.º 307. 6 6,6,,VERDADERO
1,pagina_0025-OCR.json,5,Alva ... (Fr. Pedro de) Sophos endefensa de la concepcion mex. 8º Zaragoza 1662. N.31. 6 6,6,,VERDADERO
1,pagina_0025-OCR.json,6,id De Radii Solis recitatis pro immaculatae Concept. Mysterio: fol. Lovani 1666 N. 107. 50 50,50,,VERDADERO
1,pagina_0025-OCR.json,7,Gund Commentaria antiqua Immaculat. Concept. 4º 2tom. ibid 1644. N.283. 20 20,20,,VERDADERO
1,pagina_0025-OCR.json,8,Gund Cad. 4º Lovani 1666. N.111. 15 15,15,,VERDADERO
1,pagina_0025-OCR.json,9,Gund Cad. Italico-Gallica 4º 2tom. 1 Volum. ibid 1666. N. 283. 14 14,14,,VERDADERO
1,pagina_0025-OCR.json,10,Gund Milina Immaculat. Concept. fol. ibid. 1673. N. 107. 36 36,36,,VERDADERO
1,pagina_0025-OCR.json,11,Id. De conceptu mentis. 8º Bruxellis 1661. N.º 116. 20 20,20,,VERDADERO
1,pagina_0025-OCR.json,12,Alvaredo (Didacus Rodericus) De conjecturata mente Defunti: fol. Hispani 1578. N.288. 12 12,12,,VERDADERO
1,pagina_0025-OCR.json,13,Alvaredo (Dn. Francisco) Frutos admirables a la limosna 8º Roma 1586. N.º 84. 8 8,8,,VERDADERO
1,pagina_0025-OCR.json,14,Alvaredo (Dn. Mario Bibiano de) Apologia por la orden de Santiago contra las pretensiones,,,VERDADERO
1,pagina_0026-OCR.json,1,nes del Sr. Belluga: fol. Mad. Numº 154,12,,FALSO
1,pagina_0026-OCR.json,2,"Alvarez de Abreu (Dn Antonio Joseph) sobre vacantes maiores, y menores en la Iglesia de Indias Occidentales fol. Mad. 1726 Nº 297 12",12,,VERDADERO
1,pagina_0026-OCR.json,3,"id. Tratado sobre la ley de la patria da, en lo que deben y están obligados à hacer los Alcaldes de Tortaleza, y Castilla 8º Valladolid 1558 Nº 315 6",6,,VERDADERO
1,pagina_0026-OCR.json,4,"Alvarez de Acosta (To.) Aquila Augusta, seu Caioles Tertius Austriaci fol. Amst. 1705 Nº 21 40",40,,VERDADERO
1,pagina_0026-OCR.json,5,"Alvarez, y Daena (Dn Joseph Antonio) Grandezas acuadrid 8º Madrid 1786 Nº 192 10",10,,VERDADERO
1,pagina_0026-OCR.json,6,Alvarez de Oriente (Fernao) Lusitania 8º Lisboa 1607 Nº 40 8,8,,VERDADERO
1,pagina_0026-OCR.json,7,Alvarez (Dn Fran.co) Noticias alas Colomias In- glesas sacadas a los mejores Autores 4º Mad. 1778 Nº 191 10,10,,VERDADERO
1,pagina_0026-OCR.json,8,Alvarez (Dn Gaspar) Elementos a Euclides 4º Madrid 1739 Nº 48 12,12,,VERDADERO
1,pagina_0026-OCR.json,9,"Alvarez... Correa (Dn Luis) Oseucion a Politia, y brevedad de despachos 8º Mad. 1629 Nº 317 6",6,,VERDADERO
1,pagina_0026-OCR.json,10,Alvarez (Dn Joaquin) Sumario en verso a los principales Objetos a todos los libros de la Sagrada Escritura 8º Mad. 1787 Nº 214 2,2,,VERDADERO
1,pagina_0026-OCR.json,11,"Alvarez... Rivera (Franc.) Pao Philipo 2º per ponsun de succession Regni Portugalliae, cum additionib. Caroli de Tapia 4º",,,VERDADERO
1,pagina_0027-OCR.json,1,Matriti 1621. N.º 307,8,,FALSO
1,pagina_0027-OCR.json,2,"Alvarez de Toledo (D. Gabriel) Salacio actione, Apologia joco-seria pro la Historia dela Iglesia 4º León en Francia 1714. N.º 191 12",12,,VERDADERO
1,pagina_0027-OCR.json,3,"Alvarez de Toledo (D. Gabriel) Historia dela Iglesia, y del Mundo fol. Madrid 1713. N.º 153 24",24,,VERDADERO
1,pagina_0027-OCR.json,4,"Alvarez de Selano (D. Gabriel) Axiomata, et loca communia Juxta à Simone Baxbosa Compilati 12º Matriti 1631. N.º 228 8",8,,VERDADERO
1,pagina_0027-OCR.json,5,Alvarez Pegar (Em manuclis) Opusculum de provisione Beneficior. Sede Papali vacant. 4º Vlyssipone 1696. N.º 301 6,6,,VERDADERO
1,pagina_0027-OCR.json,6,Alvarez (Manuel) Parodia ilustrada y aumentada por el Lic. Pastor 8º Barcelona 1713. Ata 23 4,4,,VERDADERO
1,pagina_0027-OCR.json,7,Alvarez de Lugo (D. Pedro) La vigilia al sueño 8º Madrid 1664. Atad. 10 6,6,,VERDADERO
1,pagina_0027-OCR.json,8,Alvaxi (Emm) De constructione octo partium Orationis 8º Pasta Compluti 1597. N.º 137 6,6,,VERDADERO
1,pagina_0027-OCR.json,9,Alvaxi (Emm) De institutione Grammatica lib. tres 8º Coimbrae 1594. Atado 6 4,4,,VERDADERO
1,pagina_0027-OCR.json,10,Alvaxi (Emm) Gius. id. 12º Sentiae 1648. Atado 1  4,4,,VERDADERO
1,pagina_0027-OCR.json,11,Alvaxi (Pelagii) De Planeta Ecclesiae tractatus fol. Lugd. 1517. N.º 97 120,120,,VERDADERO
1,pagina_0027-OCR.json,12,Alvaro (Ytimo S. D. Iuan) Vida de S. Bernardo 4º Valencia 1557. N.º 111 12,12,,VERDADERO
1,pagina_0027-OCR.json,13,"Alveixia (Gentilis) Laudes Academiae Perninae, et Ormen 12º Hanoviae 1605. N.º 114 4",4,,VERDADERO
1,pagina_0027-OCR.json,14,Amada (D. Joseph Fchis de) Compendio de los Milagros de Nuestra Señora del Pilar de Zaragoza ,,,VERDADERO
1,pagina_0028-OCR.json,0,4º ibid 1680 N.º 111,10,ENTRADA ILEGIBLE,FALSO
1,pagina_0028-OCR.json,1,"Amar... (D. Joseph) Institucion Cuxativa dela Vixuela, 4º Pasta Madrid 1774. N° 93. 16",16,,VERDADERO
1,pagina_0028-OCR.json,2,Amaia.. (Dn Franco) Opera omnia Juridica fol. duod. 1704. N° 254 34,34,,VERDADERO
1,pagina_0028-OCR.json,3,"Cjnd. Commentarii in Leg. Cursuchii, qui testamenta facere possunt. 4º Salmanticae 1620. N° 271 4",4,,VERDADERO
1,pagina_0028-OCR.json,4,F. Guergan Mlos Virey humanam 4º duod 1681. N° 13 12,12,,VERDADERO
1,pagina_0028-OCR.json,5,Ambergeri (Laurent. And.) Opuscula ad elegantiores Jurisprudentiam 8º Jende 1740 N° 240 10,10,,VERDADERO
1,pagina_0028-OCR.json,6,Armelot.. (Mr.) Histoire du Gouvernement de Venise 8º 2 tom. Paris 1576. N° 126 12,12,,VERDADERO
1,pagina_0028-OCR.json,7,Amucua.. (Dn Baltas.) Tractatus de Potestate in seipsum fol. Panhormi 1604. N° 21 28,28,,VERDADERO
1,pagina_0028-OCR.json,8,Amizati.. (Scipioni) Dissertationes politicae in Concilium tacitum 4º Stelenopoli. 1609. N° 90 20,20,,VERDADERO
1,pagina_0028-OCR.json,9,Amitii... (Paul) Epistolarum libri 8º Venetiis 1582. N° 6 10,10,,VERDADERO
1,pagina_0028-OCR.json,10,Amort. (Eusebio) Philosophia 4º Norimbergae 1722. N° 27 15,15,,VERDADERO
1,pagina_0028-OCR.json,11,Ampelis.. (duci) Liber mammalis 8º 1662 N° 32 4,4,,VERDADERO
1,pagina_0028-OCR.json,12,Amusement Philosophique sur le Langage des Bêtes 8º Paris 1739. N° 62 6,6,,VERDADERO
1,pagina_0028-OCR.json,13,Anaya (D. Mariano) Voz dela Naturaleza,,,VERDADERO
1,pagina_0029-OCR.json,1,anecdotas instructivas 8º 4 tom. Mad. 1787. Nº 205.,24,,FALSO
1,pagina_0029-OCR.json,2,"Id de la misma obra, 2 tom. ibid. Nº 214. 8",8,,VERDADERO
1,pagina_0029-OCR.json,3,"Anazarbei (Dionysius) De materia medica libri quinque, cum Amati Lusitani Commentariis Lugd. 1558. Estado 30. 8º 20",20,,VERDADERO
1,pagina_0029-OCR.json,4,Ancona (Augustinus) De Laudibus Virginis Gloriosissimae 4º Lugd. 1506. Nº 3 12,12,,VERDADERO
1,pagina_0029-OCR.json,5,Andres (D. Juan) Opúsculos varios 8º Madrid 1783. Número 79 8,8,,VERDADERO
1,pagina_0029-OCR.json,6,Andosilla (Martini) Tractatus A maleficiis seu peritionibusque 8º Lugd. 1510. Nº 26 8,8,,VERDADERO
1,pagina_0029-OCR.json,7,Andrada (Diego de Payva de) Exame d’Antiguidades 8º Pasta Lisboa 1616. Nº 222 8,8,,VERDADERO
1,pagina_0029-OCR.json,8,Andrada (Pedro Fernandez de) De la finca a la España 4º Sevilla 1599. Nº 156 18,18,,VERDADERO
1,pagina_0029-OCR.json,9,"Andrade (P. Alonso de) Meditaciones diarias de los Misterios de la Fe, vida de Christo, y de los Santos 8º 4 tom. Mad. 1784. Nº 192 24",24,,VERDADERO
1,pagina_0029-OCR.json,10,"Andrea (Alexandro) Descripción de la guerra de Roma y Napoles, y del Pontificado de Paulo IV 4º Madrid 1589. Nº 135. Pasta 15",15,,VERDADERO
1,pagina_0029-OCR.json,11,Andrea Hispanus Modus confitendi aliique opera varia 8º N. 26 12,12,,VERDADERO
1,pagina_0029-OCR.json,12,"Andreae (Valerii) Topographia, atque Bibliotheca Belgica 8º Lovanii 1643. Nº 56 30",30,,VERDADERO
1,pagina_0029-OCR.json,13,"Andres (D. Juan Francisco) Monumentos a los Santos Martires Justo, y Pastor en la Ciudad de Huesca 8º Huesca 1644. Nº 83 5",5,,VERDADERO
1,pagina_0029-OCR.json,14,Andres (El Abate D. Juan) Cartas familiares 8º Pasta 2 tom. Mad. 1786. Nº 49 16,16,,VERDADERO
1,pagina_0030-OCR.json,1,"12 Historia del Estado actual de toda literatura: traducida del Italiano al Español por D. Carlos Andrés, 4º Pasta 2 tom. Madrid 1784. Nº 200. 32",32,,FALSO
1,pagina_0030-OCR.json,2,"Año panegírico, ó Sermones escogidos para los principales Santos repartidos por los autores más claros. Añadido por el P.D. Pedro Díaz Argüelles. 4º Viej. tom. Pasta Madrid 1785. Nº 191. 96",96,,VERDADERO
1,pagina_0030-OCR.json,3,it de la misma obra el tomo primero en italiano fol. Rust. Parma 1782. Azulado 35. 20,20,,VERDADERO
1,pagina_0030-OCR.json,4,it las Cartas familiares: 2 exemplares. 2ª Pasta y pág. Madrid 1786. Nº 49. 28,28,,VERDADERO
1,pagina_0030-OCR.json,5,"Angeli (Fr. Bernardinus ab) Praelectiones logicae de praecognitionibus, Principiis et natura Juris legalis Universi. 4º. 2 tom. Pedemonti 1784. Nº 280. 32",32,,VERDADERO
1,pagina_0030-OCR.json,6,Angleria (Petri Martini de) De insulis nuper repertis: fol. S.º 35. 18,18,,VERDADERO
1,pagina_0030-OCR.json,7,Eiusd. (opera Epistolarum) fol. Compluti 1530. Nº 35. 180,180,,VERDADERO
1,pagina_0030-OCR.json,8,Eiusd. id. cum accessione Epistolarum Sinandi del Pulgar fol. Amstelodami 1620. N. Cod. 26,26,,VERDADERO
1,pagina_0030-OCR.json,9,Eiusd. Legatio Babilonica: Occasione Decas: Poemata: fol. Neapoli 1500. Nº 37. 60,60,,VERDADERO
1,pagina_0030-OCR.json,10,Eiusd. Opera Poetica 4º 18,18,,VERDADERO
1,pagina_0030-OCR.json,11,Anglicanorum rerum scriptores Francofurti fol. 1601. Nº 190 Pasta 50,50,,VERDADERO
1,pagina_0031-OCR.json,1,Angulo (Andreae) Comment. ad Leg. Meliorationum tit. 6 lib. 9.4.° Mat. 1592. N° 225. 12,12,,FALSO
1,pagina_0031-OCR.json,2,Angulo y Pulgar (Dn Martin) Epistola Satisfactoria 8.° Granada 1635. Año 12 8,8,,VERDADERO
1,pagina_0031-OCR.json,3,Angulo (Dn Martin) Elogia funebre à D. Luis de Gongora: 4.° Sevilla 1638. c.N° 33. 6,6,,VERDADERO
1,pagina_0031-OCR.json,4,Anonimo Animadversiones ad Grotium 4.° N. 88. 15,15,,VERDADERO
1,pagina_0031-OCR.json,5,Anonimo Animadversiones in libros Praedamitaxum: 8.° La. aña 1662. e.N.° 83. 8,8,,VERDADERO
1,pagina_0031-OCR.json,6,"Annibal, et Scipion avec les ordres, Plans de Batailles, et les annotations de Mr Comte de Nassau 12.° Haye 1675. Añado 1. 8",8,,VERDADERO
1,pagina_0031-OCR.json,7,"Anxaiguez (Hernianus Georgius) De regimine abi, et potu, et de aliis rebus: 8.° Pasta Salmanticae 1594. Añado 29. 4",4,,VERDADERO
1,pagina_0031-OCR.json,8,Anjaldium (P. Cartus) De principiorum Dei naturalis traditione: 4.° Mediolani 1742. N° 39. 18,18,,VERDADERO
1,pagina_0031-OCR.json,9,Ansaldo (Dn Francisco) La salsa a Europa 8.° Colonia 1694. N. 114. 4,4,,VERDADERO
1,pagina_0031-OCR.json,10,"Anselme (Le R. P.) Histoire de la Royal Maison de France, et de Grand officiers de la Couronne: 4.° 2 tom. Paris. Paris 1674 N° 212. 36",36,,VERDADERO
1,pagina_0031-OCR.json,11,Antichito di Ercolano Napoli 1757. fol. Pasta 9. tom. N° 85. 3000,3000,,VERDADERO
1,pagina_0031-OCR.json,12,Anti Dictionnaire Philosophique 6.° mai. 2 tomo Par. Paris 1775. N° 213. 36,36,,VERDADERO
1,pagina_0031-OCR.json,13,Anastasii Bibliothecarii sed Apoostolical Collectania à Jacobo Simondi Societate Jesu 8.° Parisiis 1620. Num° 261. 8,8,,VERDADERO
1,pagina_0032-OCR.json,1,Antonii Machiabelli Commentaria 12.º Itopiae 1655. Nº 61 12,12,,FALSO
1,pagina_0032-OCR.json,2,Antiqui Rhetores Latini 4.º Parisiis 1599. Nº 19 40,40,,VERDADERO
1,pagina_0032-OCR.json,3,Antiquitatum Variarum Auctores 12.º Lugd. 1560. Nº 228 6,6,,VERDADERO
1,pagina_0032-OCR.json,4,Antonio (D. Nicolás) Censura a Historias fabulosas: dada al Publico por D. Gregorio Mayans. fol. 1742 N. 181 40,40,,VERDADERO
1,pagina_0032-OCR.json,5,id. De exsiliis paena antiqua et nova fol. Antwerp. 1659. N. 297 24,24,,VERDADERO
1,pagina_0032-OCR.json,6,Eiusd. Bibliotheca Hispana vetus fol. 2 tom. 1 volum. Romae 1696. 400,400,,VERDADERO
1,pagina_0032-OCR.json,7,Eiusd. Bibliotheca Hispana nova fol. 2 tom. ibid 1672. N. 65 400,400,,VERDADERO
1,pagina_0032-OCR.json,8,"Antoninus (Maxciy) De Xebu, suis, studio thomae Sathaei Graecos latine: 4.º Pasta maior Londini 1697. Nº 77 80",80,,VERDADERO
1,pagina_0032-OCR.json,9,"Antunez (D. Dominici) Tractatus de Donationibus, Jurium, et Donorum Regiae Coronae fol. Pasta Lugd. 1699. N. 240 50",50,,VERDADERO
1,pagina_0032-OCR.json,10,Aobortelij (Franc.) De antiquitatibus Romanorum fol. Bolon. 1559. N. 86 45,45,,VERDADERO
1,pagina_0032-OCR.json,11,"Antonini Augusti Itinerarium, sive vetera Romana cum itineraria durante Paso Vesselinio 4.º Pasta Amstelodami 1735. Num. 161 120",120,,VERDADERO
1,pagina_0032-OCR.json,12,Antonini Augusti Itinerarium cum Tictonimi Luxtae et Andre. Scoti Notis in 8.º Coloniae Aquipinae 1600. Nº 105 15,15,,VERDADERO
1,pagina_0033-OCR.json,1,Apendice à la Educacion Popular 8º 6 Pasta Madrid 1774 N. 202 66,66,,FALSO
1,pagina_0033-OCR.json,2,"Apertura, y Distribucion de Premios de la R. Academia de las tres Nobles Artes: desde 1752 hasta el 72 inclusive fol. N. 230 12",12,,VERDADERO
1,pagina_0033-OCR.json,3,Aphorismos de Cizugia traducidos al Castellano por D. Juan Calixto y Ximeno 4º 8 Mad. 1786 N. 204 138,138,,VERDADERO
1,pagina_0033-OCR.json,4,Aphrodising (Alexis) in duodecima lib. Aristotelis interpretante Joa. Genesio Sepulveda fol. Rom 1547 N.º 11 en Pasta  30,30,,VERDADERO
1,pagina_0033-OCR.json,5,"Aphthonii Progymnasmata, cum interpretatione Graeco-latina Franc. Scobari 16º Parisius 1623 Trad. 0 6",6,,VERDADERO
1,pagina_0033-OCR.json,6,Apollinaris (Cassiodori) Opera cum Joa. Sarrado comment. 4º Parisius 1609 N.º 24 20,20,,VERDADERO
1,pagina_0033-OCR.json,7,Eurip. trad. 8º ibid 1614 N.º 6 12,12,,VERDADERO
1,pagina_0033-OCR.json,8,Apollinii Rhodii Argonauticorum Poema 4º Basileae 1550 Y 5 Pasta 8,8,,VERDADERO
1,pagina_0033-OCR.json,9,"Apologia Carmelitana contra los PP. Sapebroechos, y su respuesta fol. Sevilla 1696 N. 198 12",12,,VERDADERO
1,pagina_0033-OCR.json,10,Apologia contra el Fraile Berganza en respuesta a los 12 fundamentos del P. Marcaxena 4º Zaragoza 1642 N.º 307 10,10,,VERDADERO
1,pagina_0033-OCR.json,11,Apologia del Instituto de los Jesuitas 12 2 Aviñon 1765 N.º 315 10,10,,VERDADERO
1,pagina_0033-OCR.json,12,Apologia por los Curas del Sagrario de la Santa,,,VERDADERO
1,pagina_0034-OCR.json,0,Parroquial Ylesia de Sevilla 8.º Pasta Mad. 1783 N193,8,,FALSO
1,pagina_0034-OCR.json,1,Apología por S. Millán de la Cogolla Patron de España 4º N.º 111 1783 N. 193 8,8,,VERDADERO
1,pagina_0034-OCR.json,2,Appianus (Alexandrinus) De civilibus Romanorum bellis historiae libri quinque 4º Pasta blanc. Moguntiae 1529 N.º 31 18,18,,VERDADERO
1,pagina_0034-OCR.json,3,"Cicero id. cum notis Foli, et Henrii Stephani ex editione graecolatine 8º Amstelod. 1670 2 tom. Pasta N.º 80 90",90,,VERDADERO
1,pagina_0034-OCR.json,4,Cicero it en Castellano traducido por D. Juan de Tovar fol. Alcalá 1596 N. 16 30,30,,VERDADERO
1,pagina_0034-OCR.json,5,Cicero it por D. Jaime Bartolomé 4º Barcelona 1592 N. 19 20,20,,VERDADERO
1,pagina_0034-OCR.json,6,Apiano (Pedro) Cosmographia 4º Amberes 1548 Num. 40 18,18,,VERDADERO
1,pagina_0034-OCR.json,7,Apiano (Pedro) it los triunphos traducidos por D. Juan de Avilés 4º Salencia 1522 N. 16 20,20,,VERDADERO
1,pagina_0034-OCR.json,8,"Appilloni (Thomas) De jure accrescendi, dibellii 12º Lugd. 1640 N. 228 3",3,,VERDADERO
1,pagina_0034-OCR.json,9,Apulei (Lucii) opera cum illustrationibus variarum 12º Lugd. 1604 Atad. 24 15,15,,VERDADERO
1,pagina_0034-OCR.json,10,Apulei (Lucii) it. el Asno de oro traducido al castellano 8º Madrid 1601 Atad. 25 12,12,,VERDADERO
1,pagina_0034-OCR.json,11,Apuntamiento legal sobre el Dominio que por R.S. Orden pertenece a la orden de Santiago fol. N. 154 15,15,,VERDADERO
1,pagina_0034-OCR.json,12,Aguenza (D. Pedro) Vida de S. Joseph de Calasanz 4º Mad. 1726 N. 111 10,10,,VERDADERO
1,pagina_0035-OCR.json,1,Aquino (S. Thomas a) De Regimine Principum 12º Salamanca 1578. N. 72 12,12,,FALSO
1,pagina_0035-OCR.json,2,Aquino (S. Thomas a) traducido al castellano por D. Alonso Ordóñez 4º Madrid 1623. N.º 18 15,15,,VERDADERO
1,pagina_0035-OCR.json,3,Aquino (S. Thomas a) in librorum Psalmenorum Aristotelis Lig: 4º Compluti 1570. N.º 3 8,8,,VERDADERO
1,pagina_0035-OCR.json,4,Aquilgienis (Pauli) Historiae miscellaneae 8º Basiliae 1569. N.º 80 15,15,,VERDADERO
1,pagina_0035-OCR.json,5,Axamburo (Dn Manuel Vicente) Fiestas celebradas en Zaragoza al transito del Rey D. Carlos tercero 4º Zaragoza 1760. N.º 20 10,10,,VERDADERO
1,pagina_0035-OCR.json,6,"Azana, et Aznaca (Dn Francisco) Comment ad diversas leges duodecimi, et undecimi Libri Voluminis 4º Matriti 1688. Num? 271 8",8,,VERDADERO
1,pagina_0035-OCR.json,7,Aznada (P. Gabriel) Compendio de la vida del Venerable P. Fernando de Contreras 8º Pasta Madrid 1786. N. 193 8,8,,VERDADERO
1,pagina_0035-OCR.json,8,Aznada (Fr. Pedro a) De la materia Acanonizacion de Santos 4º Alcalá 1671. N. 293 6,6,,VERDADERO
1,pagina_0035-OCR.json,9,Aznada (Luis) Glosa de las Coplas a Dn Jorge Estanazique 4º Segovia 1552. N. 20 15,15,,VERDADERO
1,pagina_0035-OCR.json,10,"Azancele, R. Recopilador en uno para el mas pronto despacho en las Aduanas fol. Paris. Madrid 1782. N.º 185 20",20,,VERDADERO
1,pagina_0035-OCR.json,11,Azanza (Dn Joseph de) El perfecto hombre en Snecna 12º Madrid 1769. N. 114 6,6,,VERDADERO
1,pagina_0035-OCR.json,12,Araujo (Hmi Dn Francisco) Variae et selectae decisiones morales fol. Paris. Lugd. 1644. N.º 286 30,30,,VERDADERO
1,pagina_0036-OCR.json,1,id. Sinodo Diocesano fol. Madrid 1649 N. 278 32,32,,FALSO
1,pagina_0036-OCR.json,2,Arango (D. Juan) Ley Regia a Paternal 4º Mad. 1627 N.º 301 8,8,,VERDADERO
1,pagina_0036-OCR.json,3,Aranyi (Pedro) Semanario económico 4º 2 tom. Mad. 1765 N. 3 20,20,,VERDADERO
1,pagina_0036-OCR.json,4,Arbitraje Político-Militar 4º Salamanca 1683 N. 283 6,6,,VERDADERO
1,pagina_0036-OCR.json,5,Azeaci (Ferdinandi) Institutiones Grammaticae 8º Salmat. 1548 Atado 3 4,4,,VERDADERO
1,pagina_0036-OCR.json,6,"Giud Adagiorum vernacula, et latina lingua liber 16º Salmanticae 1533 Atad 12 20",20,,VERDADERO
1,pagina_0036-OCR.json,7,Axce Ótaloza (Joan ab) De Nobilitate Hispanica: fol. Salmanticae 1570 N. 297 36,36,,VERDADERO
1,pagina_0036-OCR.json,8,Axce ... (Juan de) De Architectura: fol. Mad. 1536 N. 66 24,24,,VERDADERO
1,pagina_0036-OCR.json,9,Arcimiega (R.P. F.manuel) Método práctico de hacer fructuosamente confesión general en muchos años 4º mad. 1785 N. 200 30,30,,VERDADERO
1,pagina_0036-OCR.json,10,"Anchetipo de Virides, copio a Pielador Fr. Juan de Córtez) fol. Palermo 1683 N. 133 36",36,,VERDADERO
1,pagina_0036-OCR.json,11,Archimedes Quy quae reperiuntur in aqua libri duo cum illustratione Commandini 4º Bononiae 1565 N. 156 12,12,,VERDADERO
1,pagina_0036-OCR.json,12,Eius et Docti tetragonismus id est circuli quadratura cum MS. 4º Venetiis 1503 N.º 30 12,12,,VERDADERO
1,pagina_0037-OCR.json,1,"Arcos (El Duque) Representacion al Rey con traxel pretendido voo a Santiago duplicado fol. Pint. y Pasta marg. de Madrid 1771 N. 196, y 256 65",65,,FALSO
1,pagina_0037-OCR.json,2,Arcos Representacion al S. Felipe V sobre haber conferido álos Paes a Francia la Grandeza a España 4.º 1701. N. 213 1701 N. 213 4,4,,VERDADERO
1,pagina_0037-OCR.json,3,"Arcos (Dn. Juan) conversaciones antáxicas sobre varios, y diversos asuntos 4.º Pamplona 1786. N.º 188 1786 N.º 188 12",12,,VERDADERO
1,pagina_0037-OCR.json,4,Arcos (Dn. Joseph) Ordenanza de Cavalleria del Reyno 4.º madrid 1757. N. 69 1757 N. 69 12,12,,VERDADERO
1,pagina_0037-OCR.json,5,Ardemani (Dn. Theodoro) Ordenanza de madrid 4.º ibid 1754. N. 99 1754 N. 99 6,6,,VERDADERO
1,pagina_0037-OCR.json,6,"Ardemani (Dn. Theodoro) Influencia de la tierra, y curso subterraneo dela agua 4.º mad. 1724. N. 273 1724 N. 273 12",12,,VERDADERO
1,pagina_0037-OCR.json,7,Axellano (Dn. Luis a) Aviso para la muerte 12.º Sevilla 1697. Atado 2 1697 Atado 2 3,3,,VERDADERO
1,pagina_0037-OCR.json,8,Axellano (Dn. Garcia Ramirez) Gramatica militar: 8.º Pasta mad. 1767. N. 104 1767 N. 104 4,4,,VERDADERO
1,pagina_0037-OCR.json,9,"Axellano (P. F. Juan Salvador Bautista) Antiguedades, y excelencias de la Villa de Carmona, y compendio a Historia 8.º Sevilla 1628. N.º 126 1628 N.º 126 8",8,,VERDADERO
1,pagina_0037-OCR.json,10,Axera (Dn. Joseph Lorenzo de) Oraculo a la Europa: 8.º mad. 1744. Atado 22 1744 Atado 22 4,4,,VERDADERO
1,pagina_0037-OCR.json,11,Atreopagita (S. Dionisius) De Ecclesiastica Hierarchia fol. duciae 1566. c. N.º 108 1566 c. N.º 108 15,15,,VERDADERO
1,pagina_0038-OCR.json,1,"Aretino (Pietro) tre primi canti debata: olla stampati, et historiarum 8°. Mod. 82 4",4,,FALSO
1,pagina_0038-OCR.json,2,Argaiz (Fr. Gregorio) La Soledad laureada p. Sº Benito y m. hijos. fol. tom. sexto. Mad. 1675. Atado 32 8,8,,VERDADERO
1,pagina_0038-OCR.json,3,Arrostegui (Theofomi Clement) Concordia Pastoralis super juri Diocesano. fol. Compluti 1734. N. 277 36,36,,VERDADERO
1,pagina_0038-OCR.json,4,Argensola (Bartolomé Leonardo de) Conquista de las molucas. fol. Mad. 1609. N. 121 36,36,,VERDADERO
1,pagina_0038-OCR.json,5,Argensola (Bartolomé Leonardo de) idem Anales de Aragon. fol. Zaragoza 1630. N. 141 50,50,,VERDADERO
1,pagina_0038-OCR.json,6,Argensola (Bartolomé Leonardo de) idem Sus Rimas. 8° 6 tom. Punt. Mad. 1786. N. 4 30,30,,VERDADERO
1,pagina_0038-OCR.json,7,Argote de Molina (Gonzalo) dibuxo de la monte-ria. fol. Sevilla 1582. N. 35 120,120,,VERDADERO
1,pagina_0038-OCR.json,8,"Argote de Molina (Gonzalo) idem Hazañas de los Cavalleros del Obispado de Jaen, y Nobleza andaluza. fol. fig. Sevilla 1588. N. 198 180",180,,VERDADERO
1,pagina_0038-OCR.json,9,"Argote de Molina (Gonzalo) idem Vida del Gran Tamoxlan, e itinerario del Viaje y relacion del Embajador Gonzales de Clabijo. fol. Sevilla 1582. N. 35 160",160,,VERDADERO
